"","cycle","state","state_abb","party","vote_share","total_votes","election_day","incumbant_party","winning_party","state_winner","run_date"
"111",1948,"Pennsylvania","PA","other",0.02155871735203,80525,1948-11-07,"dem","dem","rep",2021-01-18
"112",1948,"Rhode Island","RI","dem",0.575937894794661,188736,1948-11-07,"dem","dem","dem",2021-01-18
"113",1948,"Rhode Island","RI","rep",0.414361218424056,135787,1948-11-07,"dem","dem","dem",2021-01-18
"114",1948,"Rhode Island","RI","other",0.009700886781283,3179,1948-11-07,"dem","dem","dem",2021-01-18
"115",1948,"South Carolina","SC","dem",0.241444613560963,34423,1948-11-07,"dem","dem","dixiecrat",2021-01-18
"116",1948,"South Carolina","SC","rep",0.0377776686703467,5386,1948-11-07,"dem","dem","dixiecrat",2021-01-18
"117",1948,"South Carolina","SC","other",0.720777717768691,102762,1948-11-07,"dem","dem","dixiecrat",2021-01-18
"118",1948,"South Dakota","SD","dem",0.470414425941105,117653,1948-11-07,"dem","dem","rep",2021-01-18
"119",1948,"South Dakota","SD","rep",0.518386277763339,129651,1948-11-07,"dem","dem","rep",2021-01-18
"120",1948,"South Dakota","SD","other",0.0111992962955559,2801,1948-11-07,"dem","dem","rep",2021-01-18
"121",1948,"Tennessee","TN","dem",0.491387158970929,270402,1948-11-07,"dem","dem","dem",2021-01-18
"122",1948,"Tennessee","TN","rep",0.368744809488936,202914,1948-11-07,"dem","dem","dem",2021-01-18
"123",1948,"Tennessee","TN","other",0.139868031540135,76967,1948-11-07,"dem","dem","dem",2021-01-18
"124",1948,"Texas","TX","dem",0.659611212434288,824235,1948-11-07,"dem","dem","dem",2021-01-18
"125",1948,"Texas","TX","rep",0.242855782396763,303467,1948-11-07,"dem","dem","dem",2021-01-18
"126",1948,"Texas","TX","other",0.0975330051689492,121875,1948-11-07,"dem","dem","dem",2021-01-18
"127",1948,"Utah","UT","dem",0.539805649553935,149151,1948-11-07,"dem","dem","dem",2021-01-18
"128",1948,"Utah","UT","rep",0.450234342483849,124402,1948-11-07,"dem","dem","dem",2021-01-18
"129",1948,"Utah","UT","other",0.00996000796221567,2752,1948-11-07,"dem","dem","dem",2021-01-18
"130",1948,"Vermont","VT","dem",0.369235382794897,45557,1948-11-07,"dem","dem","rep",2021-01-18
"131",1948,"Vermont","VT","rep",0.615373393201602,75926,1948-11-07,"dem","dem","rep",2021-01-18
"132",1948,"Vermont","VT","other",0.0153912240035013,1899,1948-11-07,"dem","dem","rep",2021-01-18
"133",1948,"Virginia","VA","dem",0.47891026007976,200786,1948-11-07,"dem","dem","dem",2021-01-18
"134",1948,"Virginia","VA","rep",0.41041750147881,172070,1948-11-07,"dem","dem","dem",2021-01-18
"135",1948,"Virginia","VA","other",0.11067223844143,46400,1948-11-07,"dem","dem","dem",2021-01-18
"136",1948,"Washington","WA","dem",0.526114872069114,476165,1948-11-07,"dem","dem","dem",2021-01-18
"137",1948,"Washington","WA","rep",0.426839576204424,386315,1948-11-07,"dem","dem","dem",2021-01-18
"138",1948,"Washington","WA","other",0.047045551726462,42579,1948-11-07,"dem","dem","dem",2021-01-18
"139",1948,"West Virginia","WV","dem",0.573206010016694,429188,1948-11-07,"dem","dem","dem",2021-01-18
"140",1948,"West Virginia","WV","rep",0.422371953255426,316251,1948-11-07,"dem","dem","dem",2021-01-18
"141",1948,"West Virginia","WV","other",0.0044220367278798,3311,1948-11-07,"dem","dem","dem",2021-01-18
"142",1948,"Wisconsin","WI","dem",0.506978383458647,647310,1948-11-07,"dem","dem","dem",2021-01-18
"143",1948,"Wisconsin","WI","rep",0.462843828320802,590959,1948-11-07,"dem","dem","dem",2021-01-18
"144",1948,"Wisconsin","WI","other",0.0301777882205514,38531,1948-11-07,"dem","dem","dem",2021-01-18
"145",1948,"Wyoming","WY","dem",0.516184372689179,52354,1948-11-07,"dem","dem","dem",2021-01-18
"146",1948,"Wyoming","WY","rep",0.472733546955879,47947,1948-11-07,"dem","dem","dem",2021-01-18
"147",1948,"Wyoming","WY","other",0.0110820803549421,1124,1948-11-07,"dem","dem","dem",2021-01-18
"148",1952,"Alabama","AL","dem",0.645534121843612,275075,1952-11-04,"dem","rep","dem",2021-01-18
"149",1952,"Alabama","AL","rep",0.350208861353609,149231,1952-11-04,"dem","rep","dem",2021-01-18
"150",1952,"Alabama","AL","other",0.00425701680277856,1814,1952-11-04,"dem","rep","dem",2021-01-18
"151",1952,"Arizona","AZ","dem",0.416502283455501,108528,1952-11-04,"dem","rep","rep",2021-01-18
"152",1952,"Arizona","AZ","rep",0.583497716544499,152042,1952-11-04,"dem","rep","rep",2021-01-18
"153",1952,"Arizona","AZ","other",0,0,1952-11-04,"dem","rep","rep",2021-01-18
"154",1952,"Arkansas","AR","dem",0.559041501976285,226300,1952-11-04,"dem","rep","dem",2021-01-18
"155",1952,"Arkansas","AR","rep",0.437635869565217,177155,1952-11-04,"dem","rep","dem",2021-01-18
"156",1952,"Arkansas","AR","other",0.00332262845849802,1345,1952-11-04,"dem","rep","dem",2021-01-18
"157",1952,"California","CA","dem",0.422653274681776,2257646,1952-11-04,"dem","rep","rep",2021-01-18
"158",1952,"California","CA","rep",0.568291391179764,3035587,1952-11-04,"dem","rep","rep",2021-01-18
"159",1952,"California","CA","other",0.00905533413845993,48370,1952-11-04,"dem","rep","rep",2021-01-18
"160",1952,"Colorado","CO","dem",0.389625188262871,245504,1952-11-04,"dem","rep","rep",2021-01-18
"161",1952,"Colorado","CO","rep",0.602730029852262,379782,1952-11-04,"dem","rep","rep",2021-01-18
"162",1952,"Colorado","CO","other",0.00764478188486644,4817,1952-11-04,"dem","rep","rep",2021-01-18
"163",1952,"Connecticut","CT","dem",0.439095788081257,481649,1952-11-04,"dem","rep","rep",2021-01-18
"164",1952,"Connecticut","CT","rep",0.557029695207724,611012,1952-11-04,"dem","rep","rep",2021-01-18
"165",1952,"Connecticut","CT","other",0.00387451671101849,4250,1952-11-04,"dem","rep","rep",2021-01-18
"166",1952,"Delaware","DE","dem",0.47875305272231,83315,1952-11-04,"dem","rep","rep",2021-01-18
"167",1952,"Delaware","DE","rep",0.51750610544462,90059,1952-11-04,"dem","rep","rep",2021-01-18
"168",1952,"Delaware","DE","other",0.00374084183306996,651,1952-11-04,"dem","rep","rep",2021-01-18
"169",1952,"Florida","FL","dem",0.44974563773517,444950,1952-11-04,"dem","rep","rep",2021-01-18
"170",1952,"Florida","FL","rep",0.54989957921315,544036,1952-11-04,"dem","rep","rep",2021-01-18
"171",1952,"Florida","FL","other",0.000354783051680065,351,1952-11-04,"dem","rep","rep",2021-01-18
"172",1952,"Georgia","GA","dem",0.69658571247768,456823,1952-11-04,"dem","rep","dem",2021-01-18
"173",1952,"Georgia","GA","rep",0.303412762674157,198979,1952-11-04,"dem","rep","dem",2021-01-18
"174",1952,"Georgia","GA","other",0.00000152484816324414,1,1952-11-04,"dem","rep","dem",2021-01-18
"175",1952,"Idaho","ID","dem",0.344208289438912,95081,1952-11-04,"dem","rep","rep",2021-01-18
"176",1952,"Idaho","ID","rep",0.65418798034978,180707,1952-11-04,"dem","rep","rep",2021-01-18
"177",1952,"Idaho","ID","other",0.00160373021130865,443,1952-11-04,"dem","rep","rep",2021-01-18
"178",1952,"Illinois","IL","dem",0.449429576675865,2013920,1952-11-04,"dem","rep","rep",2021-01-18
"179",1952,"Illinois","IL","rep",0.548380985026304,2457327,1952-11-04,"dem","rep","rep",2021-01-18
"180",1952,"Illinois","IL","other",0.00218943829783056,9811,1952-11-04,"dem","rep","rep",2021-01-18
"181",1952,"Indiana","IN","dem",0.409921624282408,801530,1952-11-04,"dem","rep","rep",2021-01-18
"182",1952,"Indiana","IN","rep",0.581110045644586,1136259,1952-11-04,"dem","rep","rep",2021-01-18
"183",1952,"Indiana","IN","other",0.00896833007300577,17536,1952-11-04,"dem","rep","rep",2021-01-18
"184",1952,"Iowa","IA","dem",0.355865864106503,451513,1952-11-04,"dem","rep","rep",2021-01-18
"185",1952,"Iowa","IA","rep",0.637549821756926,808906,1952-11-04,"dem","rep","rep",2021-01-18
"186",1952,"Iowa","IA","other",0.00658431413657132,8354,1952-11-04,"dem","rep","rep",2021-01-18
"187",1952,"Kansas","KS","dem",0.304961357605622,273296,1952-11-04,"dem","rep","rep",2021-01-18
"188",1952,"Kansas","KS","rep",0.687709643079519,616302,1952-11-04,"dem","rep","rep",2021-01-18
"189",1952,"Kansas","KS","other",0.00732899931485908,6568,1952-11-04,"dem","rep","rep",2021-01-18
"190",1952,"Kentucky","KY","dem",0.499149170113619,495729,1952-11-04,"dem","rep","dem",2021-01-18
"191",1952,"Kentucky","KY","rep",0.498444340621942,495029,1952-11-04,"dem","rep","dem",2021-01-18
"192",1952,"Kentucky","KY","other",0.00240648926443994,2390,1952-11-04,"dem","rep","dem",2021-01-18
"193",1952,"Louisiana","LA","dem",0.529221476427712,345027,1952-11-04,"dem","rep","dem",2021-01-18
"194",1952,"Louisiana","LA","rep",0.470778523572288,306925,1952-11-04,"dem","rep","dem",2021-01-18
"195",1952,"Louisiana","LA","other",0,0,1952-11-04,"dem","rep","dem",2021-01-18
"196",1952,"Maine","ME","dem",0.337722365301632,118806,1952-11-04,"dem","rep","rep",2021-01-18
"197",1952,"Maine","ME","rep",0.660495301120568,232353,1952-11-04,"dem","rep","rep",2021-01-18
"198",1952,"Maine","ME","other",0.00178233357780014,627,1952-11-04,"dem","rep","rep",2021-01-18
"199",1952,"Maryland","MD","dem",0.43825340271419,395337,1952-11-04,"dem","rep","rep",2021-01-18
"200",1952,"Maryland","MD","rep",0.55363972357035,499424,1952-11-04,"dem","rep","rep",2021-01-18
"201",1952,"Maryland","MD","other",0.00810687371546015,7313,1952-11-04,"dem","rep","rep",2021-01-18
"202",1952,"Massachusetts","MA","dem",0.454613539157119,1083525,1952-11-04,"dem","rep","rep",2021-01-18
"203",1952,"Massachusetts","MA","rep",0.542219553763157,1292325,1952-11-04,"dem","rep","rep",2021-01-18
"204",1952,"Massachusetts","MA","other",0.00316690707972399,7548,1952-11-04,"dem","rep","rep",2021-01-18
"205",1952,"Michigan","MI","dem",0.439741484289243,1230657,1952-11-04,"dem","rep","rep",2021-01-18
"206",1952,"Michigan","MI","rep",0.554396282130443,1551529,1952-11-04,"dem","rep","rep",2021-01-18
"207",1952,"Michigan","MI","other",0.00586223358031467,16406,1952-11-04,"dem","rep","rep",2021-01-18
"208",1952,"Minnesota","MN","dem",0.441076838206777,608458,1952-11-04,"dem","rep","rep",2021-01-18
"209",1952,"Minnesota","MN","rep",0.553258720839619,763211,1952-11-04,"dem","rep","rep",2021-01-18
"210",1952,"Minnesota","MN","other",0.00566444095360363,7814,1952-11-04,"dem","rep","rep",2021-01-18
"211",1952,"Mississippi","MS","dem",0.604366585881793,172566,1952-11-04,"dem","rep","dem",2021-01-18
"212",1952,"Mississippi","MS","rep",0.395633414118207,112966,1952-11-04,"dem","rep","dem",2021-01-18
"213",1952,"Mississippi","MS","other",0,0,1952-11-04,"dem","rep","dem",2021-01-18
"214",1952,"Missouri","MO","dem",0.491437384187199,929830,1952-11-04,"dem","rep","rep",2021-01-18
"215",1952,"Missouri","MO","rep",0.50708116330226,959429,1952-11-04,"dem","rep","rep",2021-01-18
"216",1952,"Missouri","MO","other",0.00148145251054141,2803,1952-11-04,"dem","rep","rep",2021-01-18
"217",1952,"Montana","MT","dem",0.400747820115682,106213,1952-11-04,"dem","rep","rep",2021-01-18
"218",1952,"Montana","MT","rep",0.593856706799428,157394,1952-11-04,"dem","rep","rep",2021-01-18
"219",1952,"Montana","MT","other",0.00539547308489003,1430,1952-11-04,"dem","rep","rep",2021-01-18
"220",1952,"National","NAT","dem",0.443307353799497,27375090,1952-11-04,"dem","rep","rep",2021-01-18
"221",1952,"National","NAT","rep",0.551813074963699,34075529,1952-11-04,"dem","rep","rep",2021-01-18
"222",1952,"National","NAT","other",0.00487957123680418,301323,1952-11-04,"dem","rep","rep",2021-01-18
"223",1952,"Nebraska","NE","dem",0.308462093625955,188057,1952-11-04,"dem","rep","rep",2021-01-18
"224",1952,"Nebraska","NE","rep",0.691537906374045,421603,1952-11-04,"dem","rep","rep",2021-01-18
"225",1952,"Nebraska","NE","other",0,0,1952-11-04,"dem","rep","rep",2021-01-18
"226",1952,"Nevada","NV","dem",0.385545686823214,31688,1952-11-04,"dem","rep","rep",2021-01-18
"227",1952,"Nevada","NV","rep",0.614454313176785,50502,1952-11-04,"dem","rep","rep",2021-01-18
"228",1952,"Nevada","NV","other",0,0,1952-11-04,"dem","rep","rep",2021-01-18
"229",1952,"New Hampshire","NH","dem",0.390778530866459,106663,1952-11-04,"dem","rep","rep",2021-01-18
"230",1952,"New Hampshire","NH","rep",0.609221469133541,166287,1952-11-04,"dem","rep","rep",2021-01-18
"231",1952,"New Hampshire","NH","other",0,0,1952-11-04,"dem","rep","rep",2021-01-18
"232",1952,"New Jersey","NJ","dem",0.419871596170203,1015902,1952-11-04,"dem","rep","rep",2021-01-18
"233",1952,"New Jersey","NJ","rep",0.568126605151197,1374613,1952-11-04,"dem","rep","rep",2021-01-18
"234",1952,"New Jersey","NJ","other",0.0120017986785994,29039,1952-11-04,"dem","rep","rep",2021-01-18
