"","cycle","state","state_abb","party","vote_share","total_votes","election_day","incumbant_party","winning_party","state_winner","run_date"
"95",1976,"New Hampshire","NH","rep",0.547468251935211,185935,"1976-11-02","rep","dem","rep",2021-01-11
"96",1976,"New Hampshire","NH","other",0.0178048270602749,6046.99999999998,"1976-11-02","rep","dem","rep",2021-01-11
"97",1976,"New Jersey","NJ","dem",0.479239150338766,1444653,"1976-11-02","rep","dem","rep",2021-01-11
"98",1976,"New Jersey","NJ","rep",0.500813409446165,1509688,"1976-11-02","rep","dem","rep",2021-01-11
"99",1976,"New Jersey","NJ","other",0.0199474402150692,60131.0000000001,"1976-11-02","rep","dem","rep",2021-01-11
"100",1976,"New Mexico","NM","dem",0.482844043303968,201148,"1976-11-02","rep","dem","rep",2021-01-11
"101",1976,"New Mexico","NM","rep",0.507498979812285,211419,"1976-11-02","rep","dem","rep",2021-01-11
"102",1976,"New Mexico","NM","other",0.00965697688374661,4023,"1976-11-02","rep","dem","rep",2021-01-11
"103",1976,"New York","NY","dem",0.508312060923821,3389558,"1976-11-02","rep","dem","dem",2021-01-11
"104",1976,"New York","NY","rep",0.465007373735465,3100791,"1976-11-02","rep","dem","dem",2021-01-11
"105",1976,"New York","NY","other",0.026680565340714,177913,"1976-11-02","rep","dem","dem",2021-01-11
"106",1976,"North Carolina","NC","dem",0.552691867124857,927365,"1976-11-02","rep","dem","dem",2021-01-11
"107",1976,"North Carolina","NC","rep",0.442194020404004,741960.000000001,"1976-11-02","rep","dem","dem",2021-01-11
"108",1976,"North Carolina","NC","other",0.00511411247113962,8580.99999999999,"1976-11-02","rep","dem","dem",2021-01-11
"109",1976,"North Dakota","ND","dem",0.457700431875362,136078,"1976-11-02","rep","dem","rep",2021-01-11
"110",1976,"North Dakota","ND","rep",0.516918481843745,153684,"1976-11-02","rep","dem","rep",2021-01-11
"111",1976,"North Dakota","ND","other",0.0253810862808939,7546,"1976-11-02","rep","dem","rep",2021-01-11
"112",1976,"Ohio","OH","dem",0.488986866663942,2009959,"1976-11-02","rep","dem","dem",2021-01-11
"113",1976,"Ohio","OH","rep",0.486716315659382,2000626,"1976-11-02","rep","dem","dem",2021-01-11
"114",1976,"Ohio","OH","other",0.0242968176766763,99871.0000000002,"1976-11-02","rep","dem","dem",2021-01-11
"115",1976,"Oklahoma","OK","dem",0.48747220190231,532442,"1976-11-02","rep","dem","rep",2021-01-11
"116",1976,"Oklahoma","OK","rep",0.499617761851443,545708,"1976-11-02","rep","dem","rep",2021-01-11
"117",1976,"Oklahoma","OK","other",0.0129100362462474,14101,"1976-11-02","rep","dem","rep",2021-01-11
"118",1976,"Oregon","OR","dem",0.476180627570698,490407,"1976-11-02","rep","dem","rep",2021-01-11
"119",1976,"Oregon","OR","rep",0.477843934609604,492120.000000001,"1976-11-02","rep","dem","rep",2021-01-11
"120",1976,"Oregon","OR","other",0.0400455977224443,41242,"1976-11-02","rep","dem","rep",2021-01-11
"121",1976,"Pennsylvania","PA","dem",0.503956793507253,2328677,"1976-11-02","rep","dem","dem",2021-01-11
"122",1976,"Pennsylvania","PA","rep",0.477322153131058,2205604,"1976-11-02","rep","dem","dem",2021-01-11
"123",1976,"Pennsylvania","PA","other",0.0187210533616893,86506.0000000002,"1976-11-02","rep","dem","dem",2021-01-11
"124",1976,"Rhode Island","RI","dem",0.554420045593594,227636,"1976-11-02","rep","dem","dem",2021-01-11
"125",1976,"Rhode Island","RI","rep",0.441441946106034,181249,"1976-11-02","rep","dem","dem",2021-01-11
"126",1976,"Rhode Island","RI","other",0.00413800830037215,1699,"1976-11-02","rep","dem","dem",2021-01-11
"127",1976,"South Carolina","SC","dem",0.561695176698236,450807,"1976-11-02","rep","dem","dem",2021-01-11
"128",1976,"South Carolina","SC","rep",0.431293710432441,346149,"1976-11-02","rep","dem","dem",2021-01-11
"129",1976,"South Carolina","SC","other",0.00616260249718721,4946,"1976-11-02","rep","dem","dem",2021-01-11
"130",1976,"South Dakota","SD","dem",0.48912125263571,147068,"1976-11-02","rep","dem","rep",2021-01-11
"131",1976,"South Dakota","SD","rep",0.503877902606775,151505,"1976-11-02","rep","dem","rep",2021-01-11
"132",1976,"South Dakota","SD","other",0.00700084475751468,2105,"1976-11-02","rep","dem","rep",2021-01-11
"133",1976,"Tennessee","TN","dem",0.559407483069687,825879,"1976-11-02","rep","dem","dem",2021-01-11
"134",1976,"Tennessee","TN","rep",0.429417629742621,633969,"1976-11-02","rep","dem","dem",2021-01-11
"135",1976,"Tennessee","TN","other",0.0110190971493132,16267.9999999999,"1976-11-02","rep","dem","dem",2021-01-11
"136",1976,"Texas","TX","dem",0.511389568072175,2082319,"1976-11-02","rep","dem","dem",2021-01-11
"137",1976,"Texas","TX","rep",0.479704235189411,1953300,"1976-11-02","rep","dem","dem",2021-01-11
"138",1976,"Texas","TX","other",0.00817385760498089,33283,"1976-11-02","rep","dem","dem",2021-01-11
"139",1976,"Utah","UT","dem",0.336481787375882,182110,"1976-11-02","rep","dem","rep",2021-01-11
"140",1976,"Utah","UT","rep",0.624347305521989,337908,"1976-11-02","rep","dem","rep",2021-01-11
"141",1976,"Utah","UT","other",0.0391709071021289,21200,"1976-11-02","rep","dem","rep",2021-01-11
"142",1976,"Vermont","VT","dem",0.423040532457505,77798.0000000001,"1976-11-02","rep","dem","rep",2021-01-11
"143",1976,"Vermont","VT","rep",0.545872258050483,100387,"1976-11-02","rep","dem","rep",2021-01-11
"144",1976,"Vermont","VT","other",0.0310872094920121,5717.00000000001,"1976-11-02","rep","dem","rep",2021-01-11
"145",1976,"Virginia","VA","dem",0.479582156321335,813896,"1976-11-02","rep","dem","rep",2021-01-11
"146",1976,"Virginia","VA","rep",0.492933214070641,836554,"1976-11-02","rep","dem","rep",2021-01-11
"147",1976,"Virginia","VA","other",0.0274846296080241,46644.0000000001,"1976-11-02","rep","dem","rep",2021-01-11
"148",1976,"Washington","WA","dem",0.461142604404661,717323,"1976-11-02","rep","dem","rep",2021-01-11
"149",1976,"Washington","WA","rep",0.49997749968821,777732,"1976-11-02","rep","dem","rep",2021-01-11
"150",1976,"Washington","WA","other",0.038879895907129,60479,"1976-11-02","rep","dem","rep",2021-01-11
"151",1976,"West Virginia","WV","dem",0.580695186453323,435864,"1976-11-02","rep","dem","dem",2021-01-11
"152",1976,"West Virginia","WV","rep",0.419304813546677,314726,"1976-11-02","rep","dem","dem",2021-01-11
"153",1976,"West Virginia","WV","other",0,0,"1976-11-02","rep","dem","dem",2021-01-11
"154",1976,"Wisconsin","WI","dem",0.495033635744117,1040232,"1976-11-02","rep","dem","dem",2021-01-11
"155",1976,"Wisconsin","WI","rep",0.47826097301907,1004987,"1976-11-02","rep","dem","dem",2021-01-11
"156",1976,"Wisconsin","WI","other",0.0267053912368132,56117.0000000001,"1976-11-02","rep","dem","dem",2021-01-11
"157",1976,"Wyoming","WY","dem",0.398092655251594,62239,"1976-11-02","rep","dem","rep",2021-01-11
"158",1976,"Wyoming","WY","rep",0.593035825076914,92717,"1976-11-02","rep","dem","rep",2021-01-11
"159",1976,"Wyoming","WY","other",0,0,"1976-11-02","rep","dem","rep",2021-01-11
"160",1980,"Alabama","AL","dem",0.474488590678046,636730,"1980-11-04","dem","rep","rep",2021-01-11
"161",1980,"Alabama","AL","rep",0.487501201628402,654192,"1980-11-04","dem","rep","rep",2021-01-11
"162",1980,"Alabama","AL","other",0.0380102076935516,51007,"1980-11-04","dem","rep","rep",2021-01-11
